"","sub","trial","cond","ex","dist","max_dev","ave_dev","area"
"801",46,5,"Atypical","Aal",1076.2,73.3,12,45302.4
"802",46,6,"Typical","Lachs",1005.6,16,2.1,8453.9
"803",46,7,"Typical","Hund",1009.2,23.2,5.9,12757
"804",46,8,"Atypical","Pinguin",5007.3,1001.4,291,471155
"805",46,9,"Typical","Spatz",1173.9,123.4,25,44862
"806",46,11,"Typical","Alligator",1034.7,68.3,8.4,36658.3
"807",46,12,"Typical","Chamaeleon",1107.5,100.3,9.1,68049.5
"808",46,13,"Typical","Kaninchen",1137.2,43.8,13.9,25741.1
"809",46,14,"Typical","Pferd",1157.3,71.7,10.9,36842.6
"810",46,15,"Atypical","Schmetterling",1223.5,103.5,14.2,80482.1
"811",46,17,"Atypical","Seeloewe",2173.6,911.4,375.7,455578.7
"812",46,18,"Typical","Loewe",2532.3,1034,246.7,325252.4
"813",46,19,"Typical","Goldfisch",1145.4,74.9,6.2,48056.2
"814",47,1,"Typical","Kaninchen",1108.3,133.3,25.8,77038.8
"815",47,2,"Typical","Loewe",1275.6,318.8,83.9,179825.1
"816",47,3,"Typical","Spatz",1179.2,195.6,26.6,133045.9
"817",47,4,"Typical","Goldfisch",1136.8,141.1,18.7,88044.5
"818",47,5,"Typical","Lachs",1246.1,272.8,70.5,136008.6
"819",47,6,"Typical","Falke",1267.9,278.5,52.8,148658.6
"820",47,7,"Atypical","Fledermaus",973.1,56.9,5.6,32366.8
"821",47,8,"Atypical","Wal",1334.1,322.9,70.6,169395.5
"822",47,9,"Atypical","Pinguin",1753.9,613.9,123.1,302781.2
"823",47,10,"Typical","Chamaeleon",1542.9,510.3,131.8,277327
"824",47,11,"Atypical","Aal",1167.1,53.4,27,38075.7
"825",47,12,"Typical","Pferd",1113.5,115.4,32.1,74393
"826",47,13,"Atypical","Seeloewe",1149.5,192.4,59.5,119220.7
"827",47,14,"Atypical","Schmetterling",1185.5,216.4,80.3,112990.1
"828",47,15,"Typical","Hai",1161.4,252.3,105.2,152504
"829",47,16,"Typical","Alligator",1048.5,48.7,15.1,24901.9
"830",47,17,"Typical","Klapperschlange",1084.8,73.5,33.5,34287
"831",47,18,"Typical","Hund",1279.2,136.1,28.5,108101.4
"832",47,19,"Typical","Katze",1045.7,55.3,16,40877.5
"833",48,2,"Atypical","Pinguin",1473.7,432,112.5,235936.5
"834",48,3,"Typical","Spatz",1103.7,110,14.8,66547
"835",48,4,"Typical","Goldfisch",1058.3,101.3,13,59451.1
"836",48,5,"Atypical","Seeloewe",1229,69.5,14.1,40554
"837",48,6,"Typical","Alligator",1049.8,61.3,5.1,23368.2
"838",48,7,"Typical","Katze",1108.8,72.5,11,45681
"839",48,8,"Typical","Hund",1147.6,125.3,14.5,76779.5
"840",48,9,"Atypical","Schmetterling",2219,924.3,215.1,517678.5
"841",48,10,"Typical","Klapperschlange",1129.4,143.6,27.1,95357
"842",48,11,"Typical","Hai",1301.3,274.7,42.1,152802.9
"843",48,12,"Atypical","Wal",1251,161.7,26.6,90170.2
"844",48,14,"Typical","Falke",1112,171.8,42.7,73571.7
"845",48,15,"Typical","Lachs",1940.7,763.2,209.1,470114.5
"846",48,16,"Typical","Kaninchen",1150.9,47,8.5,34719
"847",48,17,"Typical","Pferd",1043.2,63.3,17.7,35136.4
"848",48,18,"Typical","Loewe",1142.8,82.1,13.2,52842.3
"849",48,19,"Typical","Chamaeleon",1098.4,136,29.8,57856.8
"850",49,1,"Typical","Katze",1065.4,73,17.1,23516.4
"851",49,2,"Typical","Klapperschlange",2663.8,946,159.8,475305.3
"852",49,3,"Typical","Chamaeleon",3538,1019.4,343.1,90578.8
"853",49,6,"Atypical","Pinguin",3705.1,1025.5,217.7,-520.3
"854",49,7,"Typical","Lachs",1534.8,390.9,77.1,334098.3
"855",49,9,"Atypical","Seeloewe",1441.9,387.3,87.6,303548.5
"856",49,10,"Typical","Falke",1181,112.2,15.2,80824.4
"857",49,11,"Atypical","Aal",1074.9,154.1,21.8,97256
"858",49,12,"Typical","Pferd",1061.5,73,8.3,36227.3
"859",49,13,"Typical","Kaninchen",1086,49.5,11.4,27658.1
"860",49,14,"Typical","Goldfisch",1091.4,70.6,12,32832.7
"861",49,15,"Atypical","Schmetterling",1301.8,284.2,45.9,145323.5
"862",49,18,"Typical","Loewe",2467.3,940.7,201.9,199977
"863",49,19,"Typical","Hund",1289.6,204.8,42.3,152084
"864",50,1,"Typical","Hund",1020.7,28.1,12.6,15050.5
"865",50,2,"Atypical","Pinguin",2834.8,947.2,443.5,99821.4
"866",50,3,"Atypical","Aal",3663.3,931.6,174.3,102511.8
"867",50,4,"Typical","Loewe",1276.5,298.8,63.1,222163.5
"868",50,5,"Atypical","Schmetterling",1289.6,281.1,54.6,180716.7
"869",50,6,"Typical","Katze",1294,267.1,57.6,162970.9
"870",50,7,"Typical","Alligator",1088,144.5,55.2,94386
"871",50,8,"Typical","Klapperschlange",1031.3,49.2,22,22340.4
"872",50,9,"Typical","Pferd",1186.7,19,6,10806.6
"873",50,10,"Atypical","Seeloewe",2241,951.1,416.3,375030.5
"874",50,11,"Typical","Hai",1049.7,67.8,27.5,34182.8
"875",50,12,"Typical","Falke",1192.7,247.5,45.1,138075.5
"876",50,13,"Typical","Spatz",1253.1,240.2,67.1,179593
"877",50,14,"Typical","Lachs",1323.6,239.7,71.1,196262
"878",50,15,"Atypical","Wal",2091.3,875.4,57.8,453072.4
"879",50,16,"Atypical","Fledermaus",2106,371.3,153,134620.5
"880",50,17,"Typical","Goldfisch",1187.7,181.8,65.3,126572
"881",50,18,"Typical","Kaninchen",1632.4,388.1,109.9,364017.5
"882",50,19,"Typical","Chamaeleon",1213.8,147.7,40.9,51358.5
"883",51,1,"Typical","Katze",1193.4,54,5.2,30502.5
"884",51,2,"Typical","Hai",1168.6,94.4,24.7,28742.3
"885",51,3,"Atypical","Seeloewe",1127.4,49.3,4.5,28080
"886",51,4,"Atypical","Wal",1900.8,534.7,67.4,80002.7
"887",51,5,"Typical","Alligator",1387.4,166.1,23.1,81257.4
"888",51,6,"Atypical","Fledermaus",1049.7,65.6,11.7,28875
"889",51,7,"Typical","Klapperschlange",3291.4,920.4,304.2,19024.1
"890",51,8,"Atypical","Pinguin",1039.1,58.6,18.7,27282.8
"891",51,9,"Typical","Kaninchen",1411.8,110.9,19,55823
"892",51,10,"Typical","Hund",1078.2,82.5,11,44540.9
"893",51,11,"Typical","Spatz",1342.6,305.5,40.5,178574.1
"894",51,12,"Typical","Chamaeleon",1129.1,69.7,9.7,43494.6
"895",51,13,"Typical","Goldfisch",1017.3,33.6,5,18626.2
"896",51,14,"Atypical","Aal",1377.3,405.6,76.2,225471
"897",51,15,"Atypical","Schmetterling",980,16.6,3.1,7141.7
"898",51,16,"Typical","Loewe",1062.3,28,4.8,13820.7
"899",51,17,"Typical","Falke",1198.4,205.6,25.9,119836.6
"900",51,18,"Typical","Pferd",1021.6,57.3,7.6,33275.9
"901",51,19,"Typical","Lachs",1204.9,36,5.3,21634
"902",52,1,"Typical","Hund",1254.1,306.3,51.1,156042.7
"903",52,3,"Typical","Kaninchen",1066.1,81.5,13.5,57005.3
"904",52,4,"Atypical","Schmetterling",1086.8,20.3,4,9676.4
"905",52,5,"Typical","Falke",1319.1,298.4,47.5,152330
"906",52,6,"Typical","Spatz",1188,79.4,15,60317
"907",52,7,"Typical","Klapperschlange",1143.8,89.4,13.6,39294.6
"908",52,8,"Typical","Loewe",1029.3,21.4,4.7,7149.8
"909",52,9,"Typical","Katze",2582.5,119.8,22.1,51504.4
"910",52,10,"Typical","Goldfisch",1158,93.8,19.5,56999.3
"911",52,11,"Typical","Lachs",1297.9,57.7,10,23882.5
"912",52,12,"Typical","Chamaeleon",1124.5,97.5,15.4,59946.5
"913",52,13,"Atypical","Seeloewe",1115.2,105.8,16.8,71758.5
"914",52,14,"Typical","Pferd",1022.8,10.1,2,5094.1
"915",52,15,"Typical","Alligator",1205.6,36,6.2,19120.3
"916",52,16,"Atypical","Wal",1126.2,101.6,20,70500.6
"917",52,17,"Atypical","Aal",1118.2,96.7,17.2,49184.5
"918",52,18,"Atypical","Pinguin",1424.1,212.3,33.5,110396.5
"919",52,19,"Atypical","Fledermaus",1109,47.7,10.8,38256.5
"920",53,1,"Typical","Hund",1203.6,26.5,3.7,16116.6
"921",53,2,"Atypical","Schmetterling",983.3,73.8,16.9,26840.4
"922",53,3,"Typical","Kaninchen",1585.2,524.8,79.4,288073
"923",53,4,"Atypical","Wal",2156.8,910.9,452.6,423987.5
"924",53,5,"Typical","Loewe",1188.7,110.7,20.5,81976
"925",53,6,"Typical","Alligator",1044.4,49.7,9.4,17489.7
"926",53,7,"Atypical","Seeloewe",1103.4,53.5,13.8,23870.1
"927",53,8,"Atypical","Fledermaus",1964.5,600.1,200.2,198319.5
"928",53,9,"Typical","Spatz",1661.9,350.3,127,228607.4
"929",53,10,"Typical","Klapperschlange",1151.8,150.5,27.1,61193.9
"930",53,11,"Typical","Katze",1052.7,49.2,7.9,28367.9
"931",53,12,"Typical","Falke",886.8,58.4,4.7,22672.1
"932",53,13,"Typical","Chamaeleon",918.8,34.9,7.6,13916.9
"933",53,14,"Typical","Pferd",1127.5,39.9,5.7,21641.6
"934",53,15,"Typical","Lachs",1014.2,54.7,7.6,26344.2
"935",53,16,"Atypical","Pinguin",944.2,60.7,17,19189.9
"936",53,17,"Typical","Goldfisch",1032.4,31.3,4.7,20391.5
"937",53,18,"Typical","Hai",1183.9,130.9,42.3,59284.7
"938",53,19,"Atypical","Aal",983.8,134.6,42.3,51165.5
"939",54,2,"Typical","Hai",1119.4,82,22.8,27517.3
"940",54,3,"Typical","Falke",1656.6,386.3,112.6,204219.2
"941",54,4,"Atypical","Aal",1225.6,167.7,49.9,76117.5
"942",54,5,"Typical","Kaninchen",1281.7,179,41.7,65557.5
"943",54,6,"Typical","Loewe",1161.3,43.2,11.3,24159.5
"944",54,7,"Typical","Chamaeleon",1282.9,274.4,40.9,145067.6
"945",54,9,"Typical","Spatz",1308.9,268,87.7,164694.2
"946",54,10,"Typical","Pferd",2274.7,794.7,77.9,308199.5
"947",54,11,"Atypical","Schmetterling",2635.8,1013.3,303,569669.8
"948",54,12,"Typical","Hund",2748.1,1060.5,283.4,505665.3
"949",54,13,"Typical","Lachs",1866.7,636.9,130.9,200702.1
"950",54,14,"Atypical","Seeloewe",1502.9,318,72.4,199217.8
"951",54,15,"Typical","Goldfisch",1174,94.4,29.7,53475.6
"952",54,16,"Typical","Alligator",1230.7,199.5,64,117312.6
"953",54,17,"Typical","Klapperschlange",1063.6,44.1,6.8,22418.3
"954",54,18,"Typical","Katze",1281.9,147.5,20,65127.3
"955",54,19,"Atypical","Pinguin",1307.6,144.8,44.3,68496.8
"956",55,2,"Typical","Kaninchen",1212.2,119.4,30.3,72057.2
"957",55,3,"Atypical","Fledermaus",2697.8,486.9,151.1,47657.6
"958",55,4,"Typical","Spatz",1912.8,658.1,176.4,425954.7
"959",55,5,"Typical","Lachs",2217,884.5,221.9,560439.4
"960",55,6,"Typical","Goldfisch",1171.3,61,18.7,32312.9
"961",55,7,"Typical","Falke",1111.7,89.9,22.6,42262.6
"962",55,8,"Atypical","Seeloewe",1170.1,87.9,24.2,20383.2
"963",55,9,"Typical","Alligator",2100.6,787.1,147,410242
"964",55,10,"Typical","Hund",1151.1,69.1,21.7,49241.5
"965",55,11,"Typical","Pferd",1140,164.3,41.7,63035.6
"966",55,12,"Atypical","Aal",1226.2,206.9,39.8,100742.6
"967",55,13,"Atypical","Schmetterling",1159.5,44.1,16.7,30355.9
"968",55,14,"Atypical","Wal",1184.8,48.9,21.7,24470.3
"969",55,15,"Typical","Katze",1114.4,109,38.6,68812.6
"970",55,16,"Atypical","Pinguin",2413.7,1024.7,357.9,511312.3
"971",55,17,"Typical","Loewe",1104.9,98.5,38.2,71256.4
"972",55,18,"Typical","Chamaeleon",2263.8,898.6,197,470234
"973",56,1,"Typical","Goldfisch",1008.8,70.9,11.8,25207.4
"974",56,2,"Typical","Kaninchen",1058.1,118.4,19.6,53031
"975",56,3,"Atypical","Seeloewe",2432.8,902.7,275.5,286375.8
"976",56,4,"Typical","Chamaeleon",965.9,47.6,6.4,22429.6
"977",56,5,"Atypical","Fledermaus",1179.1,159.3,16.6,111111.6
"978",56,6,"Typical","Hai",1620.9,546,228.5,348264
"979",56,7,"Typical","Katze",1211.9,213.4,32.1,142396.5
"980",56,8,"Typical","Lachs",1081.1,52.2,6.4,27802.4
"981",56,9,"Typical","Falke",1393.9,390.6,59.1,228551.8
"982",56,10,"Typical","Hund",1247.9,47.8,3.9,23833.3
"983",56,11,"Typical","Klapperschlange",1192.6,61.9,15.7,31207.5
"984",56,12,"Typical","Alligator",1072.8,55.1,6.8,25648.9
"985",56,13,"Atypical","Schmetterling",1153.5,60.7,10,29843.5
"986",56,14,"Atypical","Wal",2557.6,900.6,221.2,144554.3
"987",56,15,"Atypical","Aal",1081.9,103,24.3,75249.4
"988",56,16,"Typical","Pferd",1380.3,92,15.6,48959.3
"989",56,17,"Typical","Loewe",1190.2,85.9,18.3,49673.5
"990",56,18,"Typical","Spatz",1057.9,86.1,10.7,54310.6
"991",56,19,"Atypical","Pinguin",2277.4,948.7,229.3,463346.5
"992",57,1,"Typical","Falke",1056.8,73.5,13.3,39398.4
"993",57,2,"Typical","Pferd",2125.4,881.7,261.3,445639
"994",57,4,"Typical","Goldfisch",1318.9,357.5,71.5,178248.8
"995",57,6,"Atypical","Pinguin",1044.4,40.9,4,19477
"996",57,7,"Typical","Loewe",973.2,34.1,6.1,16370
"997",57,8,"Atypical","Aal",967.2,61.2,5.2,35557.2
"998",57,9,"Atypical","Wal",1762.5,588.1,201.2,168258
"999",57,10,"Atypical","Schmetterling",1257.8,48.8,4.2,34502.4
"1000",57,11,"Typical","Hund",985.2,11.1,1.5,4753.6
"1001",57,12,"Typical","Spatz",1106.4,72.8,9.6,45305.4
"1002",57,13,"Typical","Klapperschlange",1088.7,61.8,9.4,35069.9
"1003",57,14,"Atypical","Seeloewe",991,23,7.9,13539.5
"1004",57,15,"Typical","Lachs",1045.7,34.4,6.2,16163.4
"1005",57,16,"Typical","Katze",961,30.5,5.1,17537
"1006",57,17,"Typical","Kaninchen",993.1,19.5,2.2,8953.1
"1007",57,18,"Typical","Chamaeleon",1830.8,695.8,173.8,359822.5
"1008",57,19,"Typical","Hai",1060.2,45.7,9.8,24564.8
"1009",58,1,"Typical","Falke",1183.9,173.1,23.4,113671.6
"1010",58,2,"Typical","Klapperschlange",1114.7,206.6,19.2,103168.3
"1011",58,3,"Typical","Loewe",1016.4,127.1,21.9,66624.7
"1012",58,4,"Typical","Pferd",1997.9,777.6,184.2,478008.5
"1013",58,5,"Atypical","Aal",1394.2,352.2,69.1,156770.5
"1014",58,6,"Atypical","Schmetterling",1272.6,288,30,198150
"1015",58,7,"Typical","Kaninchen",1132.7,79,16.3,45529.8
"1016",58,8,"Typical","Spatz",1132.7,106.4,21.9,63896.1
"1017",58,9,"Typical","Hund",1432.3,196,44.4,118593.3
"1018",58,10,"Typical","Goldfisch",1504.5,339,48.4,275310.9
"1019",58,11,"Atypical","Fledermaus",1510.9,240.2,60.4,112996.7
"1020",58,12,"Typical","Hai",1163.6,96.8,7.7,62537.2
"1021",58,13,"Typical","Lachs",1271.7,149.1,25.9,67451.9
"1022",58,14,"Atypical","Pinguin",2422.7,515.6,149.2,128811.4
"1023",58,15,"Typical","Chamaeleon",2073.6,612.7,108.8,198364.3
"1024",58,16,"Typical","Katze",1376,80.1,27.7,55413.8
"1025",58,17,"Atypical","Wal",1472.8,345,98.1,203228.5
"1026",58,18,"Typical","Alligator",1497.3,313.6,16.9,156528.2
"1027",58,19,"Atypical","Seeloewe",1400.3,99.7,19.1,64851
"1028",59,1,"Typical","Loewe",2042.1,866.4,168.9,404807.5
"1029",59,2,"Typical","Hai",1150.9,30.7,3.6,16710.5
"1030",59,3,"Atypical","Schmetterling",1050.3,25.3,8.3,11850.1
"1031",59,4,"Typical","Alligator",961.7,93.9,30.8,50636.1
"1032",59,5,"Atypical","Wal",1161.5,57.3,22.3,31121.6
"1033",59,6,"Typical","Spatz",979.2,21.9,3,11215.9
"1034",59,7,"Typical","Chamaeleon",1237.7,246.7,50.7,138323.5
"1035",59,8,"Typical","Kaninchen",1220.9,26.4,9.5,16012.7
"1036",59,9,"Typical","Falke",1080.8,58.2,10,39369
"1037",59,10,"Typical","Goldfisch",1146.5,92.9,26.1,37040.5
"1038",59,11,"Typical","Lachs",1382.8,312.4,104.2,167498.6
"1039",59,12,"Atypical","Seeloewe",1122.2,80.5,28.7,52741.1
"1040",59,13,"Typical","Pferd",1023.6,59.1,19.1,35811.1
"1041",59,15,"Typical","Katze",1182.2,235.9,38.4,165976
"1042",59,16,"Typical","Hund",1057.7,44.6,14,20411.5
"1043",59,17,"Atypical","Aal",1230.6,155,67.6,102165.7
"1044",59,18,"Atypical","Pinguin",1022.6,33.4,7.6,19289.5
"1045",59,19,"Typical","Klapperschlange",1304.4,162.8,34,88199
"1046",60,1,"Typical","Kaninchen",1145.7,30.5,2.4,15555.7
"1047",60,2,"Typical","Klapperschlange",1065,76.9,15.2,35620.5
"1048",60,3,"Atypical","Fledermaus",2234.7,883.2,238.4,470590.6
"1049",60,4,"Atypical","Seeloewe",1075.7,86.9,26.6,30941.2
"1050",60,5,"Typical","Falke",1204.3,122,18,82663
"1051",60,6,"Typical","Hund",1261.5,20.7,3.1,12981.9
"1052",60,7,"Typical","Hai",1127.4,69.9,11.1,44757
"1053",60,8,"Typical","Lachs",1247,52.2,8.2,31991.7
"1054",60,9,"Typical","Alligator",1134.4,56.2,19.2,33067.8
"1055",60,10,"Typical","Katze",1078.5,36,11.6,19633.7
"1056",60,11,"Typical","Goldfisch",1086.9,25.5,4.3,16486.5
"1057",60,12,"Typical","Spatz",1289.6,270.8,68.4,153014.4
"1058",60,13,"Typical","Pferd",1157,40,7.1,22088
"1059",60,14,"Atypical","Pinguin",2772.5,1017.8,401.6,438683.5
"1060",60,15,"Typical","Chamaeleon",1512.2,147.6,41.3,96660.9
"1061",60,16,"Atypical","Wal",4852,1042,584.1,398674.5
"1062",60,17,"Atypical","Aal",2855.4,1088.3,405.2,531948.5
"1063",60,18,"Typical","Loewe",1154.5,114.1,39,63222.3
"1064",60,19,"Atypical","Schmetterling",2511.5,991.2,372.7,629746.9
